approved_symbol,panel_diagnostic,panel_diagnostic_count,hgnc_id
NLRP3,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:16400
NME8,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:16473
NMNAT1,centogene_nephrology,1,HGNC:17877
NODAL,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:7865
NOG,centogene_nephrology,1,HGNC:7866
NOS1AP,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:16859
NOTCH2,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:7882
NPC1,centogene_nephrology,1,HGNC:7897
NPC2,centogene_nephrology,1,HGNC:14537
NPHP1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:7905
NPHP3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,13,HGNC:7907
NPHP4,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:19104
NPHS1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:7908
NPHS2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:13394
NPR2,centogene_nephrology,1,HGNC:7944
NR0B1,centogene_nephrology; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:7960
NR0B2,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:7961
NR1H4,centogene_nephrology,1,HGNC:7967
NR3C1,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:7978
NR3C2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:7979
NRAS,invitae_expanded_renal_disease_panel,1,HGNC:7989
NRIP1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel,3,HGNC:8001
NSD1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:14234
NSDHL,centogene_nephrology; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:13398
NSMF,centogene_nephrology,1,HGNC:29843
NTRK2,blueprintgenetics_nephrology,1,HGNC:8032
"NUP107",centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:29914
"NUP133",cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:18016
"NUP160",cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics,5,HGNC:18017
"NUP205",cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:18658
"NUP85",cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:8734
"NUP93",centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:28958
NXF5,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel,2,HGNC:8075
OBSL1,centogene_nephrology,1,HGNC:29092
OCRL,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:8108
ODAD1,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:26560
ODAD2,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:25583
ODAD3,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:28303
ODAD4,blueprintgenetics_nephrology,1,HGNC:25280
OFD1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:2567
OPLAH,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:8149
OSGEP,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; blueprintgenetics_nephrology,6,HGNC:18028
OSR1,cegat_kidney_diseases_genes,1,HGNC:8111
OTX2,centogene_nephrology,1,HGNC:8522
P3H1,centogene_nephrology,1,HGNC:19316
PAPSS2,centogene_nephrology,1,HGNC:8604
PARN,preventiongenetics_comprehensive_inherited_kidney_diseases_panel,1,HGNC:8609
PAX2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,17,HGNC:8616
PAX4,mgz_nephrologie,2,HGNC:8618
PAX8,mgz_nephrologie,1,HGNC:8622
PBX1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:8632
PCBD1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,HGNC:8646
PCSK1,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:8743
PDE4D,centogene_nephrology,1,HGNC:8783
PDE6D,centogene_nephrology; cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:8788
PDSS1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:17759
PDSS2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:23041
PDX1,mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:6107
PET100,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:40038
PEX1,centogene_nephrology,1,HGNC:8850
PEX10,centogene_nephrology,1,HGNC:8851
PEX12,centogene_nephrology,1,HGNC:8854
PEX2,centogene_nephrology,1,HGNC:9717
PEX26,centogene_nephrology,1,HGNC:22965
PEX5,centogene_nephrology,1,HGNC:9719
PEX6,centogene_nephrology; invitae_expanded_renal_disease_panel,2,HGNC:8859
PEX7,centogene_nephrology,1,HGNC:8860
PGK1,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:8896
PHEX,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:8918
PHF6,centogene_nephrology; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,3,HGNC:18145
PHIP,blueprintgenetics_nephrology,1,HGNC:15673
PIBF1,centogene_nephrology; cegat_kidney_diseases_genes; mgz_nephrologie; blueprintgenetics_nephrology,4,HGNC:23352
PIGA,cegat_kidney_diseases_genes,1,HGNC:8957
PIK3C2A,mgz_nephrologie,1,HGNC:8971
PKD1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:9008
PKD1L1,centogene_nephrology,1,HGNC:18053
PKD2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,14,HGNC:9009
PKHD1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,13,HGNC:9016
PLCE1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:17175
PLCG2,mayocliniclabs_renal_genetics,1,HGNC:9066
PLG,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,4,HGNC:9071
PLOD2,centogene_nephrology,1,HGNC:9082
PLVAP,mgz_nephrologie,2,HGNC:13635
PMM2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:9115
PNPLA6,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:16268
POC1B,cegat_kidney_diseases_genes; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,3,HGNC:30836
PODXL,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics,5,HGNC:9171
POLG,centogene_nephrology,1,HGNC:9179
POLR3B,centogene_nephrology,1,HGNC:30348
POMC,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:9201
POR,mgz_nephrologie,2,HGNC:9208
POU1F1,centogene_nephrology,1,HGNC:9210
PPARG,centogene_nephrology; blueprintgenetics_nephrology,2,HGNC:9236
PPIB,centogene_nephrology,1,HGNC:9255
PPP3CA,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:9314
PREPL,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel,2,HGNC:30228
PRKAR1A,centogene_nephrology,1,HGNC:9388
PRKCSH,centogene_nephrology; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:9411
PRODH,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:9453
PROK2,centogene_nephrology,1,HGNC:18455
PROKR2,centogene_nephrology; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:15836
PROM1,centogene_nephrology,1,HGNC:9454
PROP1,centogene_nephrology,1,HGNC:9455
PRPH2,centogene_nephrology,1,HGNC:9942
PRPS1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,HGNC:9462
PTH1R,centogene_nephrology; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:9608
PTHLH,centogene_nephrology,1,HGNC:9607
PTPN11,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:9644
PTPRO,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:9678
PUF60,blueprintgenetics_nephrology,1,HGNC:17042
PXDN,cegat_kidney_diseases_genes,1,HGNC:14966
PYGM,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:9726
RAD51C,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:9820
RAF1,invitae_expanded_renal_disease_panel,1,HGNC:9829
RBBP8,centogene_nephrology,1,HGNC:9891
RD3,centogene_nephrology,1,HGNC:19689
RDH12,centogene_nephrology,1,HGNC:19977
RDH5,centogene_nephrology,1,HGNC:9940
REN,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,14,HGNC:9958
RET,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,11,HGNC:9967
RFX6,mgz_nephrologie,2,HGNC:21478
RHO,centogene_nephrology,1,HGNC:10012
RIT1,invitae_expanded_renal_disease_panel,1,HGNC:10023
RLBP1,centogene_nephrology,1,HGNC:10024
RMND1,centogene_nephrology; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:21176
RNF216,centogene_nephrology,1,HGNC:21698
ROBO1,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel,2,HGNC:10249
ROBO2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:10250
ROR2,centogene_nephrology; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:10257
RPE65,centogene_nephrology,1,HGNC:10294
RPGR,blueprintgenetics_nephrology,1,HGNC:10295
RPGRIP1,centogene_nephrology,1,HGNC:13436
RPGRIP1L,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:29168
RPL11,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10301
RPL26,invitae_expanded_renal_disease_panel,1,HGNC:10327
RPL35A,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10345
RPL5,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10360
RPS10,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10383
RPS17,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:10397
RPS19,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10402
RPS24,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10411
RPS26,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10414
RPS7,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10440
RRM2B,centogene_nephrology; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:17296
RSPH1,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:12371
RSPH3,mgz_nephrologie; blueprintgenetics_nephrology,2,HGNC:21054
RSPH4A,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:21558
RSPH9,centogene_nephrology; mgz_nephrologie; blueprintgenetics_nephrology,3,HGNC:21057
RUNX2,centogene_nephrology,1,HGNC:10472
SALL1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,13,HGNC:10524
SALL4,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,6,HGNC:15924
SARS2,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,6,HGNC:17697
SBDS,centogene_nephrology; mgz_nephrologie,2,HGNC:19440
SCAPER,blueprintgenetics_nephrology,1,HGNC:13081
SCARB2,centogene_nephrology; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:1665
SCLT1,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,5,HGNC:26406
SCN4A,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10591
SCNN1A,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:10599
SCNN1B,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:10600
SCNN1G,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:10602
SCO1,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:10603
SDCCAG8,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:10671
SEC61A1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:18276
SEC63,centogene_nephrology; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,7,HGNC:21082
SEMA3A,centogene_nephrology,1,HGNC:10723
SEMA3E,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,4,HGNC:10727
SERPINA1,centogene_nephrology,1,HGNC:8941
SERPINF1,centogene_nephrology,1,HGNC:8824
SERPINH1,centogene_nephrology,1,HGNC:1546
SGPL1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:10817
SH2B1,blueprintgenetics_nephrology,1,HGNC:30417
SH3PXD2B,centogene_nephrology,1,HGNC:29242
SHOC2,invitae_expanded_renal_disease_panel,1,HGNC:15454
SI,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,2,HGNC:10856
SIM1,blueprintgenetics_nephrology,1,HGNC:10882
SIX1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,12,HGNC:10887
SIX2,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie,5,HGNC:10888
SIX5,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; blueprintgenetics_nephrology,11,HGNC:10891
SKIC3,centogene_nephrology,1,HGNC:23639
SLC12A1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,11,HGNC:10910
SLC12A3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,10,HGNC:10912
SLC16A1,mgz_nephrologie,1,HGNC:10922
SLC16A12,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:23094
SLC17A5,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,3,HGNC:10933
SLC19A2,natera_renasight_comprehensive_kidney_gene_panel,1,HGNC:10938
SLC1A1,cegat_kidney_diseases_genes,1,HGNC:10939
SLC22A12,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:17989
SLC25A13,centogene_nephrology,1,HGNC:10983
SLC25A15,centogene_nephrology,1,HGNC:10985
SLC26A1,invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,4,HGNC:10993
SLC26A2,centogene_nephrology,1,HGNC:10994
SLC26A3,centogene_nephrology,1,HGNC:3018
SLC2A2,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics,7,HGNC:11006
SLC2A9,preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:13446
SLC34A1,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:11019
SLC34A3,centogene_nephrology; cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,9,HGNC:20305
SLC35D1,centogene_nephrology,1,HGNC:20800
SLC36A2,cegat_kidney_diseases_genes; invitae_expanded_renal_disease_panel,2,HGNC:18762
SLC37A4,invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; natera_renasight_comprehensive_kidney_gene_panel,3,HGNC:4061
SLC3A1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie; natera_renasight_comprehensive_kidney_gene_panel; mayocliniclabs_renal_genetics; blueprintgenetics_nephrology,8,HGNC:11025
SLC41A1,cegat_kidney_diseases_genes; preventiongenetics_comprehensive_inherited_kidney_diseases_panel; invitae_progressive_renal_disease_panel; invitae_expanded_renal_disease_panel; mgz_nephrologie,5,HGNC:19429
